full_text,case_folding CPMK2,preprocessing CPMK3,label
perdana liat friendlist isinya fish semua,perdana liat friendlist isinya fish semua,perdana lihat friendlist isi,nan
player fish yang begini tuh hama banget serius sudah tidak modal sok oke pula kalau emg serius main effort bikin private server terus nge-boost server dong bukannya malah marahin player lain server public kocak,player fish yang begini tuh hama banget serius sudah tidak modal sok oke pula kalau emg serius main effort bikin private server terus nge-boost server dong bukannya malah marahin player lain server public kocak,player hama serius modal sok serius main effort private server nge boost server marahin player server public kocak,nan
taloon berikan kita secret warghh tiap hari obrolan kita berdua cuma fish doang sama mama bingung https //t.co/wmhyyb8xgu,taloon berikan kita secret warghh tiap hari obrolan kita berdua cuma fish doang sama mama bingung https //t.co/wmhyyb8xgu,taloon secret warghh obrol dua mama bingung wmhyyb xgu,nan
roblox sender baru aja mulai main fish tempat yang cocok buat menabung apa,roblox sender baru aja mulai main fish tempat yang cocok buat menabung apa,roblox main cocok tabung,nan
hayuk mutual sering main fish sama kadang juga mendaki kalau ada yang ngajakin https //t.co/hwtmqla1ir,hayuk mutual sering main fish sama kadang juga mendaki kalau ada yang ngajakin https //t.co/hwtmqla1ir,hayuk mutual main kadang daki ngajakin hwtmqla,nan
teman-teman fish aku aneh https //t.co/hyew1d1efw,teman-teman fish aku aneh https //t.co/hyew1d1efw,teman teman aneh hyew efw,nan
sudah mulai setres main fish kbnyakan berharap bejir,sudah mulai setres main fish kbnyakan berharap bejir,tres main kbnyakan harap bejir,negative
ktemu abang abang diajakin fish bengong dlu,ktemu abang abang diajakin fish bengong dlu,ktemu abang abang diajakin bengong dlu,nan
deltanlm jejeenz betul rela tidak summit antartika hari demi fish,deltanlm jejeenz betul rela tidak summit antartika hari demi fish,deltanlm jejeenz rela summit antartika,negative
tertawa sama sender aku korban salty fish,tertawa sama sender aku korban salty fish,tawa korban salty,negative
tidak main fish tapi kebawa bawa mimpi allah,tidak main fish tapi kebawa bawa mimpi allah,main bawa bawa mimpi allah,negative
willy_wili biasa nya grup discord fish kak,willy_wili biasa nya grup discord fish kak,willy wili grup discord,positive
harga boost server fish berapa,harga boost server fish berapa,harga boost server,nan
sekarang kok lebih nagih main fish drpd naik gunung,sekarang kok lebih nagih main fish drpd naik gunung,nagih main drpd gunung,positive
emg mayn fish serunya bagian pamernya,emg mayn fish serunya bagian pamernya,mayn seru pamer,positive
sudah lama pensiun fish mau balik takut stres,sudah lama pensiun fish mau balik takut stres,pensiun takut stres,negative
flwr_ceci txtfromroblox hahahaha kak semangat bermain fish nya,flwr_ceci txtfromroblox hahahaha kak semangat bermain fish nya,flwr ceci hahahaha semangat main,nan
ngatain penggangguran meawhile kamu masi main fish like,ngatain penggangguran meawhile kamu masi main fish like,ngatain penggangguran meawhile mas main like,nan
knp disensor sender gapapa spill aja namanya lagian yang main fish kebanyakan afk kok jujur aku tidak keganggu karna ngapain baca kolom chat mancing mah mancing ajaa fokus cari ikan,knp disensor sender gapapa spill aja namanya lagian yang main fish kebanyakan afk kok jujur aku tidak keganggu karna ngapain baca kolom chat mancing mah mancing ajaa fokus cari ikan,sensor gapapa spill nama main banyak away from keyboard jujur ganggu ngapain baca kolom chat pancing pancing fokus cari,neutral
roblox fish beneran atau borongan https //t.co/ydf7eezzua,roblox fish beneran atau borongan https //t.co/ydf7eezzua,roblox beneran borong ydf eezzua,nan
28123o txtfromroblox kamu adalah aku versi fish kak rasa ingin pensiun tapi masih penasaran dikit,28123o txtfromroblox kamu adalah aku versi fish kak rasa ingin pensiun tapi masih penasaran dikit,versi pensiun penasaran dikit,neutral
mancing spot baru fish https //t.co/9qwss1jylf,mancing spot baru fish https //t.co/9qwss1jylf,pancing spot qwss jylf,nan
aku mancing fish kamu minat join egx https //t.co/zni60p0q7z,aku mancing fish kamu minat join egx https //t.co/zni60p0q7z,pancing minat join egx zni,nan
mending gue main rt3 sumpah drpd fish talon kikir,mending gue main rt3 sumpah drpd fish talon kikir,main sumpah drpd talon kikir,negative
sudah bisa trade ikan belom fish roblox,sudah bisa trade ikan belom fish roblox,trade roblox,nan
penasaran sama wujud asli bang ucup ini kenapa dia masih main fish,penasaran sama wujud asli bang ucup ini kenapa dia masih main fish,penasaran wujud asli ucup main,nan
bener kata windut kalau fish game scam,bener kata windut kalau fish game scam,bener windut game scam,negative
pacarku main roblox tapi gamain banget juga sih sesekali aja dalam minggu atau bulan aku main roblox juga cuman fish akhir-akhir ini aku tinggal afk sambil nonton bareng sama dia food date dan lain hal kalaupun ada waktu kalau dia pengen main pasti,pacarku main roblox tapi gamain banget juga sih sesekali aja dalam minggu atau bulan aku main roblox juga cuman fish akhir-akhir ini aku tinggal afk sambil nonton bareng sama dia food date dan lain hal kalaupun ada waktu kalau dia pengen main pasti,pacar main roblox gamain minggu main roblox tinggal away from keyboard nonton bareng food date ken main,nan
ini kalau hari ini fish tidak naik apa2 gue akan hiatus fish lagi,ini kalau hari ini fish tidak naik apa2 gue akan hiatus fish lagi,hiatus,nan
accretiah wkwkwkwk trauma main fish,accretiah wkwkwkwk trauma main fish,accretiah wkwkwkwk trauma main,negative
ada org nya sender yang main fish sampai bego bgitu,ada org nya sender yang main fish sampai bego bgitu,orang main bego bgitu,negative
sudah difase dikira papa lagi main judi gegara nyala buat fish pdhl lagi mandi,sudah difase dikira papa lagi main judi gegara nyala buat fish pdhl lagi mandi,fase papa main judi gara-gara nyala pdhl mandi,negative
mau pensiun fish,mau pensiun fish,pensiun,nan
ownbygyu main fish mah perbanyak teori bersyukur kak,ownbygyu main fish mah perbanyak teori bersyukur kak,ownbygyu main banyak teori syukur,neutral
gakuat banget gue main fish tidak cocok buat org tidak sabaran seperti gue,gakuat banget gue main fish tidak cocok buat org tidak sabaran seperti gue,gakuat main cocok orang sabar,negative
sudah tidak ada nafsunya gue main fish emang paling bener gue keliling map horror aja,sudah tidak ada nafsunya gue main fish emang paling bener gue keliling map horror aja,nafsu main bener keliling map horror,negative
serius nanya kok bisa orang fish jam,serius nanya kok bisa orang fish jam,serius orang jam,nan
allah selain stres kripshit stres fish kikir juga https //t.co/7jgyn0qac3,allah selain stres kripshit stres fish kikir juga https //t.co/7jgyn0qac3,allah stres kripshit stres kikir jgyn qac,negative
kindalikemwe main fish aja cocoknya,kindalikemwe main fish aja cocoknya,kindalikemwe main cocok,positive
sejak main fish aku menjadi pribadi yang iri dengki,sejak main fish aku menjadi pribadi yang iri dengki,main pribadi iri dengki,negative
numpang lewat warga roblox cabang fish semalem dapet apa aja aku dapet ini https //t.co/cuvssx4mdr,numpang lewat warga roblox cabang fish semalem dapet apa aja aku dapet ini https //t.co/cuvssx4mdr,numpang warga roblox cabang malam cuvssx mdr,nan
kittenisasi isayanglainn txtfromroblox maaf kak nanya lagi biar badan nya tidak kebelah bagaimana ini seperti pas masuk map fish kebelah gitu https //t.co/x9u6lndtcc,kittenisasi isayanglainn txtfromroblox maaf kak nanya lagi biar badan nya tidak kebelah bagaimana ini seperti pas masuk map fish kebelah gitu https //t.co/x9u6lndtcc,kittenisasi isayanglainn maaf badan belah masuk map belah lndtcc,nan
emg god meresahkan kak kalau fish bbrp kali aku senggol perkara chat publik doang sama temen,emg god meresahkan kak kalau fish bbrp kali aku senggol perkara chat publik doang sama temen,god resah bbrp senggol perkara chat publik teman,nan
xzakkyz ini kalau nongkrong fish bukan,xzakkyz ini kalau nongkrong fish bukan,xzakkyz nongkrong,nan
kenapa orang orang yang stres karena fish itu lucu lucu banget tolong,kenapa orang orang yang stres karena fish itu lucu lucu banget tolong,orang orang stres lucu lucu,nan
kapan penyakit gila mancing ini hilang bisa bisanya aku mimpi dapat secret yang pulau baru jungle fish ^__^ pas bangun terus cek afk tadi malah disconnected ternyata indahnya dunia ini,kapan penyakit gila mancing ini hilang bisa bisanya aku mimpi dapat secret yang pulau baru jungle fish ^__^ pas bangun terus cek afk tadi malah disconnected ternyata indahnya dunia ini,sakit gila pancing hilang bisa mimpi secret pulau jungle bangun cek away from keyboard disconnected indah dunia,nan
kenapa cari uang fish tidak segampang gag,kenapa cari uang fish tidak segampang gag,cari uang gampang,nan
day dikasihanin main fish https //t.co/pk3sppvltv,day dikasihanin main fish https //t.co/pk3sppvltv,day dikasihanin main sppvltv,nan
saapiiyy kaa pandu aku main fish tolong aku naik pershu butut lost isle mati https //t.co/ppidajzgjr,saapiiyy kaa pandu aku main fish tolong aku naik pershu butut lost isle mati https //t.co/ppidajzgjr,saapiiyy kaa pandu main pershu butut lost isle mati ppidajzgjr,nan
wakakakka kan tau sendiri fish isinya org2 kurang waras besok lagi kalau ketemu yang sensi begitu kamu becandain lagi aja sender,wakakakka kan tau sendiri fish isinya org2 kurang waras besok lagi kalau ketemu yang sensi begitu kamu becandain lagi aja sender,wakakakka isi orang waras besok ketemu sensi becandain,neutral
kok ada sih org maen fish merhatiin chat,kok ada sih org maen fish merhatiin chat,orang main merhatiin chat,nan
orang orang lagi demam fish tertawa,orang orang lagi demam fish tertawa,orang orang demam tawa,negative
roblox yang main fish pake ada yang harga item robloxnya tidak naik katanya kalau pake bikin harga item naik,roblox yang main fish pake ada yang harga item robloxnya tidak naik katanya kalau pake bikin harga item naik,roblox main pakai harga item robloxnya pakai harga item,nan
yang penting gue sudah buka temple sekarang gue hiatus main fish dulu,yang penting gue sudah buka temple sekarang gue hiatus main fish dulu,buka temple hiatus main,nan
main fish stres tidak main fish sakau,main fish stres tidak main fish sakau,main stres main sakau,negative
tidak lagi nge afk tablet buat fish kotoran ngeleg banget fish gwa anjing,tidak lagi nge afk tablet buat fish kotoran ngeleg banget fish gwa anjing,nge away from keyboard tablet kotor ngeleg gwa,negative
semenjak kenal fish aku jadi orang paling iri dan dengki,semenjak kenal fish aku jadi orang paling iri dan dengki,semenjak kenal orang iri dengki,negative
fish alat kelamin,fish alat kelamin,alat kelamin,negative
sama seperti masalahku kemarin fish juga padahal aku lagi sama temenku kebetulan temenku lagi afk fisherman jadi pas lgsg join gamenya lgsng ketemu avatarnya amp tidak jawab chat public aku tbtb dikatain kocak banget kalau emang lagi stres gkdapet secret jgn lampiasin orng,sama seperti masalahku kemarin fish juga padahal aku lagi sama temenku kebetulan temenku lagi afk fisherman jadi pas lgsg join gamenya lgsng ketemu avatarnya amp tidak jawab chat public aku tbtb dikatain kocak banget kalau emang lagi stres gkdapet secret jgn lampiasin orng,masalah kemarin teman aku teman aku away from keyboard fisherman lgsg join gamenya lgsng ketemu avatarnya chat public tbtb dikatain kocak stres gkdapet secret lampiasin orng,negative
sebenernya lebih suka gameplay fisch tapi mapnya berat dan gelap banget anjing kalau fish itu cerah colorful cakep sudah mata gue tapi sistem random nya tidak masuk akun busuk gue talon kikir,sebenernya lebih suka gameplay fisch tapi mapnya berat dan gelap banget anjing kalau fish itu cerah colorful cakep sudah mata gue tapi sistem random nya tidak masuk akun busuk gue talon kikir,sebenernya suka gameplay fisch map berat gelap cerah colorful cakep mata sistem random masuk akun busuk talon kikir,neutral
dih spill map kamu jam juga denger fish narik juga sudah tidur,dih spill map kamu jam juga denger fish narik juga sudah tidur,dih spill map jam denger tarik tidur,nan
hey fellas new fish adakah yang berteman drop username yach tia roblox,hey fellas new fish adakah yang berteman drop username yach tia roblox,hey fellas new ada teman drop username yach tia roblox,nan
30k fish seharga 2qt gag anjing rate itu 25k fish itu perbandingannyua 15k gag keknya lupa intinya ratenya mahal banged,30k fish seharga 2qt gag anjing rate itu 25k fish itu perbandingannyua 15k gag keknya lupa intinya ratenya mahal banged,harga rate perbandingannyua kayak lupa inti ratenya mahal banged,nan
roblox fish info spot pancingan encht gacor dong yang sudah nangkep secret baruu aku kok busuk kali mitos pun tak naik,roblox fish info spot pancingan encht gacor dong yang sudah nangkep secret baruu aku kok busuk kali mitos pun tak naik,roblox informasi spot pancing encht gacor nangkep secret busuk mitos,nan
info spot gacor kosan baru fish guys kok busuk kali aku mitos pun tak naik,info spot gacor kosan baru fish guys kok busuk kali aku mitos pun tak naik,informasi spot gacor kosan busuk mitos,nan
paling lama kemarin main fish https //t.co/f0deh7vaka,paling lama kemarin main fish https //t.co/f0deh7vaka,kemarin main vaka,nan
saatnya mendalami patch baru fish,saatnya mendalami patch baru fish,dalam patch,nan
balik fish karena update jungle ini keliatan seru tapi misinya harus selesein misi yang lost isle anjing capek gweh,balik fish karena update jungle ini keliatan seru tapi misinya harus selesein misi yang lost isle anjing capek gweh,update jungle liat seru misi selesein misi lost isle capek gweh,negative
littlechane boleh kak tapi fish masi belum bisa trading,littlechane boleh kak tapi fish masi belum bisa trading,littlechane mas trading,nan
sumpah lucu lucu banget tapi udhh sangat enggan main fish,sumpah lucu lucu banget tapi udhh sangat enggan main fish,sumpah lucu lucu udhh enggan main,nan
aku wktu pindah fish culture shock sender murah banget ikannya merintis bnr bnr merintis,aku wktu pindah fish culture shock sender murah banget ikannya merintis bnr bnr merintis,wktu pindah culture shock murah ikan rintis rintis,nan
mancing gila bersama geng fish https //t.co/ye0adklgqq,mancing gila bersama geng fish https //t.co/ye0adklgqq,pancing gila geng adklgqq,nan
kejadian juga inih main gencin smbl fish,kejadian juga inih main gencin smbl fish,jadi inih main gencin smbl,nan
tidak main fish emg itu artinya apa,tidak main fish emg itu artinya apa,main,nan
