content,score,app,content_clean
aplikasi ini baru sy coba,4,gopay,baru coba
"Tolong saya mau upgrade ke gopay plus di nomer yang baru, karna nomer yang lama hilang",1,gopay,upgrade plus nomor baru nomor lama hilang
mantap👍👍,5,gopay,bagus
mantap,5,gopay,bagus
baik,5,gopay,baik
mantab,5,gopay,bagus
bagus dan murah2ok,5,gopay,bagus murahok
"cepat, mudah",5,gopay,cepat mudah
sangat jelek lemot,1,gopay,sangat jelek lot
Sangat membantu bila kita ada keperluan untuk bertransaksi sehari hari.,5,gopay,sangat bantu bila perlu transaksi hari hari
ok,5,gopay,
saldo gopay saya yang ilang belom di kembalikan gimana cara nya tolong di cek,2,gopay,saldo hilang kembali cara
"bagus,cukup mempermudah banyak hal",4,gopay,baguscukup mudah banyak
sangat bagus,5,gopay,sangat bagus
sangat bagus,5,gopay,sangat bagus
bagus,5,gopay,bagus
bagus sekali pelayanan nya.,5,gopay,bagus sekali layan
beli pulsa mudah dan cepat prosesnya,5,gopay,beli pulsa mudah cepat proses
gopay sangat membantu,5,gopay,sangat bantu
gopay memang yang terbaik top,5,gopay,memang baik
sangat membantu,5,gopay,sangat bantu
ok,5,gopay,
"aplikasi nya Bagus,transaksi lancar,tpi,,baru2 ini biaya admin nya naik,jdi harus cari aplikasi yg lain,yg biaya admin murah,,,",3,gopay,bagustransaksi lancartpibaru biaya admin naik jadi cari biaya admin murah
gopay ok,5,gopay,
"najis gapernah di acc ,kemakan iklan haha",1,gopay,najis gapernah makan iklan haha
ok,5,gopay,
sangat bagus dan cepat,5,gopay,sangat bagus cepat
bonusnya banyak dan luar biasa,5,gopay,bonus banyak luar biasa
Seeplah bwt transaksi mbok bisa masuk GO Ride...,5,gopay,seeplah transaksi mbok masuk ride
Gopay mmng keren 👍👍👍😍,5,gopay,mmng keren
sangat cocok untuk saya,5,gopay,sangat cocok
👍👍,5,gopay,
Mantapp,5,gopay,bagus
"aku akan ksih bintang 5, klo kmu ksih aku 1 WDP gratis",4,gopay,kasih bintang kasih gratis
saya suka aplikasi ini,5,gopay,suka
Terimakasih...,5,gopay,terimakasih
its the best....terpercaya semoga semakin sukses,5,gopay,bestterpercaya moga makin sukses
murah,5,gopay,murah
bagus 👍,5,gopay,bagus
keren gopay in,5,gopay,keren
sip memang terpercaya 👏😁,5,gopay,memang percaya
ok,5,gopay,
payah di tolak gopay pinjam,1,gopay,payah tolak pinjam
iklannya susah di hilangkan..Masya allah,5,gopay,iklan susah hilangkanmasya allah
👍,5,gopay,
aplikasi yang sangat bagus,5,gopay,sangat bagus
katanya beli minimal 10k lewat pembayaran playstore dapet cashback 32 pass transaksi selesai cashback nya tidak dapat aneh sekali gopay malah rugi,1,gopay,kata beli minimal lewat bayar playstore cashback transaksi selesai cashback aneh sekali malah rugi
TOP,5,gopay,
"Alhamdulillah, sangat membantu, nuhun GoPay!",5,gopay,alhamdulillah sangat bantu nuhun
membantu,5,gopay,bantu
mantap bnyk program murah sangat membantu kalangan ekonomi kebawah.😁,5,gopay,bagus bnyk program murah sangat bantu kalang ekonomi bawah
sangat membantu dan saya merasa senang,5,gopay,sangat bantu rasa senang
saya suka app Gopay,4,gopay,suka
bagus baanget,5,gopay,bagus baanget
terbaikkk,5,gopay,baik
sangat gampang dan praktis,5,gopay,sangat gampang praktis
aplikasi jelek menipu,1,gopay,jelek tipu
good,5,gopay,good
aplikasi gopay mantap sekali banyak promo murah dan serba murahnya,5,gopay,bagus sekali banyak promo murah serba murah
cukup baik,4,gopay,cukup baik
pembayaran via qris lancar,5,gopay,bayar qris lancar
hanya saja pinjaman ya Masi belum terbaca,5,gopay,pinjam mas baca
sangat tidak memuaskan saat mau pinjam uang untuk usaha,1,gopay,sangat puas pinjam uang usaha
aku sangat senang pake gope in,5,gopay,sangat senang pakai gope
sangat membantu,5,gopay,sangat bantu
bagus,5,gopay,bagus
"muaaantaaappp,, aplikasi komplit",5,gopay,bagus komplit
mantap,5,gopay,bagus
sangat membantu,5,gopay,sangat bantu
👍👍👍👍👍👍👍,5,gopay,
bagus,5,gopay,bagus
sangat bagus dan membantu sekali,5,gopay,sangat bagus bantu sekali
jos,5,gopay,
mantap,5,gopay,bagus
belajar,5,gopay,ajar
keren,5,gopay,keren
bagus dan murah,5,gopay,bagus murah
bagus si cuman aku bingung cara minjam saldo ya gimana ya,4,gopay,bagus cuman bingung cara minjam saldo
sangat bagus,5,gopay,sangat bagus
bagusss banget,5,gopay,bagus banget
Bagus banget dan cepat buat transaksi,5,gopay,bagus banget cepat buat transaksi
sangat cocok untuk mendownload,5,gopay,sangat cocok mendownload
sangat buruk,1,gopay,sangat buruk
masih kurang puas kesukaan saya 75%,4,gopay,kurang puas suka
kereunn,5,gopay,kereun
biasa aja,3,gopay,biasa
sangat cocok buat usaha,5,gopay,sangat cocok buat usaha
good,5,gopay,good
semoga lancar lancar saja tanpa halangan apapun,5,gopay,moga lancar lancar halang apa
suka dan puas,5,gopay,suka puas
terus pertahankan,5,gopay,terus tahan
mantap 👍,5,gopay,bagus
semangat terus Gopay,5,gopay,semangat terus
eror Mulu kalo mau buat pembayaran,1,gopay,error mulu kalo buat bayar
sangat bagus,5,gopay,sangat bagus
Knp tidak bisa di instal,5,gopay,instal
baik sekaki,5,gopay,baik sekak
pnjam gopay susah bnget padahal setiapntransaksi pake gopay mulu,1,gopay,pnjam susah bnget setiapntransaksi pakai mulu
beneran murah,5,gopay,beneran murah
Dari dulu memang lebih suka pake Gopay top up game murah dan meria,5,gopay,memang lebih suka pakai game murah ria
baik,5,gopay,baik
kok tidak bisa transfer qris ada gangguan teknis tolong segera,1,gopay,transfer qris ganggu teknis segera
bagus,5,gopay,bagus
𝚋𝚊𝚐𝚞𝚜,5,gopay,
koin gopai tidak bertambah saat menyelesaikan misi2nya,1,gopay,koin gopai tambah selesai misi
bagus,1,gopay,bagus
aplikasi yang sangat bagus dan membantu untuk memudahkan dalam suatu transaksi,5,gopay,sangat bagus bantu mudah suatu transaksi
"apasih byu, kok pas mau login malah nggak bisa katanya ada yang gak beres, padahal nomornya udah bener tapi tapi tetap gak bisa",1,gopay,apasih login malah kata beres nomor bener tetap
Good luck,5,gopay,good luck
mantap cepat prosesnya,5,gopay,bagus cepat proses
top ap g masuk gak bisa ganti uang pelanggan,1,gopay,masuk ganti uang langgan
ok,5,gopay,
"nice sih... smga ga Kya aplikasi sebelah,,, sering hilang",5,gopay,nice smga belah sering hilang
baru pakai gopay,3,gopay,baru pakai
kok di ulang peromoya udah ditung gu hapus aja gak guna,1,gopay,ulang peromoya tung hapus
Bagus tapi pernah ngalamin ga bisa transaksi ga tau kenapa dan itu harus nunggu lama lagi biar bisa transaksi lagi,4,gopay,bagus pernah ngalamin transaksi tunggu lama biar transaksi
ok,5,gopay,
bagus banget,5,gopay,bagus banget
i like,5,gopay,like
tolong kembalikan sya ke gopay utama. sya tdk mau di gopay tabungan knpa pindah sendiri ke gopay tabungan,1,gopay,kembali utama tabung knpa pindah sendiri tabung
👍,3,gopay,
luar biasa,5,gopay,luar biasa
sangat bagus apk gopay ny semangat,5,gopay,sangat bagus semangat
okh,3,gopay,
"sejak ada BPKB pinjam, gopay pinjam tolak terus, coba lagi nya setahun, gila lo",1,gopay,sejak buku milik kendara motor pinjam pinjam tolak terus coba tahun gila
semangat untuk gopay,5,gopay,semangat
oke,5,gopay,
limit di batasi,5,gopay,limit batas
sangat suka dengan aplikasi ini karena membantu saya dalam melakukan transaksi,5,gopay,sangat suka bantu laku transaksi
apk ini sanget bagus,4,gopay,sanget bagus
"aplikasi ngga jelas, sering gangguan",2,gopay,jelas sering ganggu
Apk..ok..,4,gopay,apkok
mantap apk nya,5,gopay,bagus
ok,5,gopay,
gopay pijaman ko harus pake kode,5,gopay,pijaman pakai kode
"topup berhasil , di wa dapat pemberitahuan saldo masuk, tapi si cek ke app gopay saldo gak bertambah... udah berapa kali kecewa sama app gopay, kirim lewat qris berhasil tapi di cek ke akun yg di kirim belum masuk uang tidak kembali.",1,gopay,hasil berita saldo masuk saldo tambah berapa sering kecewa sama kirim lewat qris hasil akun kirim masuk uang
mau transfer uang malah error aneh banget,1,gopay,transfer uang malah error aneh banget
ok,5,gopay,
baik,4,gopay,baik
mantap,5,gopay,bagus
"sangat bagus,harus di update terus.trma kasih",5,gopay,sangat bagusharus update terustrma kasih
terpercaya banget,5,gopay,percaya banget
mantap,5,gopay,bagus
Pakai Qris sering eror...jd terkendala buat transakti,1,gopay,pakai qris sering erorjd kendala buat transakti
sangat Mudah dan Membantu,5,gopay,sangat mudah bantu
aku kasian bintang 4 dulu Soal nya Ku Baru Join Di GoPay,4,gopay,kasi bintang soal baru join
mantap...,5,gopay,bagus
oke,5,gopay,
bagus banget dan gampang kalau mau transaksi,5,gopay,bagus banget gampang kalau transaksi
terbaik,5,gopay,baik
sangat mudah untuk bertransaksi digital,5,gopay,sangat mudah transaksi digital
saya pemula tapi mantap,5,gopay,mula bagus
oke,5,gopay,
transfer ke gopay sya blm masuk,3,gopay,transfer masuk
🔥🔥🔥,5,gopay,
"Mini Game nya hoak ini. Semua hadiah kode voucher tidak bisa ditukar. padahal udah ikut mini games nya pelan pelan. sabar, pas dapat wdp mlbb nya ga bisa dipakai. hadiahnya hoak ini. laporan juga lamaaaaa ditanggapi. ditanggapi juga lamaaaaa dapat solusi. s&k untuk pakai kode vouchernya ga da. keterangan cuma blng ""maaf, anda tidak memenuhi sayarat"" terus ngapain kasi hadiah kalau ujung ujungnya tidak memenuhi syarat. kecewa berat......",1,gopay,mini game hoak semua hadiah kode voucher tukar ikut mini games pelan pelan sabar pakai hadiah hoak lapor lama tanggap tanggap lama solusi pakai kode vouchernya terang cuma blng maaf penuh sayarat terus ngapain kasi hadiah kalau ujung ujung penuh syarat kecewa berat
aplikasi ini sangat membantu dan mudah digunakan,5,gopay,sangat bantu mudah guna
"ga jelas tadi mau bayar minuman pake qris malah ga bisa , aktivitas tidak wajar lah,mau top up pun di persulit",1,gopay,jelas tadi bayar minum pakai qris malah aktivitas wajar lahmau sulit
mudah digunakan dan pengisian token apapun lebih murah mantaf deh,5,gopay,mudah guna isi token apa lebih murah bagus
lebih mudah di gunakan dan banyak pilihannya...terima kasih sudah banyak membantu,5,gopay,lebih mudah guna banyak pilihannyaterima kasih banyak bantu
aplikasi rekomendasi untuk Keman mna ngga ribet sangat membantu pokonya debes 👍👍👍👍👍,5,gopay,rekomendasi keman rumit sangat bantu poko debes
Sangat bagus,5,gopay,sangat bagus
udah pakai bertahun tahun tapi tidak pernah bisa pinjaman di tolak terus,1,gopay,pakai tahun tahun pernah pinjam tolak terus
mantap,5,gopay,bagus
error Mulu setiap mau top up dan katanya 'mendeteksi aktivitas gak wajar' benerin lah masa mau gitu Mulu setiap mau top up,1,gopay,error mulu kata deteksi aktivitas wajar benerin masa gitu mulu
sangat luar biasa manfaatnya 👍👍👍👍👍,5,gopay,sangat luar biasa manfaat
menurut saya cukup bagus,5,gopay,cukup bagus
cepat ajaa,5,gopay,cepat
payment lumayan komplit,5,gopay,payment lumayan komplit
sagat2 👍bagus,5,gopay,sagat bagus
bagus kok,5,gopay,bagus
good 👍,5,gopay,good
gopay...bagusssssss,5,gopay,gopaybagus
"percuma aja aplikasi bagus tapi ga bisa transfer,ga niat buat aplikasi? gua coba tes tf ga bisa harus kpt dan segala macam dan itu cuma buat QRIS dong? maksudnya kaya 50 gue ke manain?",1,gopay,percuma bagus transferga niat buat coba segala macam cuma buat qris maksud kaya manain
apk yg sangat bagus,5,gopay,sangat bagus
go,5,gopay,
gopay scam g bertanggung jawab,1,gopay,scam tanggung jawab
saya mo nganti no hp lama banget proses yang upgrade ke gopay plus,3,gopay,ganti lama banget proses upgrade plus
bagus,5,gopay,bagus
"bagus, tapi hadiah nya untuk saya isiin aja saldo nya hehe",5,gopay,bagus hadiah isiin saldo hehe
bagus sangat membantu,5,gopay,bagus sangat bantu
masalah id tidak terselsaikan,1,gopay,masalah terselsaikan
sangat memuaskan pelayanannya,5,gopay,sangat puas layan
bagus,5,gopay,bagus
top up mudah n trasfer juga gampang,5,gopay,mudah trasfer gampang
bagus,5,gopay,bagus
sangat puas,5,gopay,sangat puas
suka sekali sama gopay,5,gopay,suka sekali sama
good,5,gopay,good
seru bisa dapat uang,5,gopay,seru uang
nice,5,gopay,nice
gopay sangat bagus dan aplikasi pembayaran cepat dan gak ribet,4,gopay,sangat bagus bayar cepat rumit
mantap,5,gopay,bagus
👍,5,gopay,
bagus dan murah,5,gopay,bagus murah
hasil prin dasar mohon jangan hitam tulisan kurang besar,3,gopay,hasil prin dasar mohon jangan hitam tulis kurang besar
cuman login aja dpt haddiah rreal,5,gopay,cuman login haddiah rreal
bang sedia in transfer ke dana min 10rb,2,gopay,bang sedia transfer
bagus,5,gopay,bagus
wow amazing dpt saldo gratis 1 rupiah bisa beli kuota 1 GB kereen terimakasih Gopay 🙏😄,5,gopay,amazing saldo gratis rupiah beli kuota kereen terimakasih
aplikasinya mantap dan gk ribet,5,gopay,aplikasi bagus rumit
"luar biasa, semoga kedepannya banyak hadiah",5,gopay,luar biasa moga depan banyak hadiah
sangat membantu,5,gopay,sangat bantu
bagus banget,4,gopay,bagus banget
Dengan GOpay selalu di berikan kemudahan dalam melakukan pembayaran,5,gopay,selalu ikan mudah laku bayar
baik,5,gopay,baik
sip lah,5,gopay,
"katanya top up gratis pakai bank tertentu, ada lagi tulisan gratisan dilogo banknya. bgt mau top up ada admin 1000rp. itu namanya boohoooong . masih bagusan punya DNA kalau kayak gini",1,gopay,kata gratis pakai bank tentu tulis gratis logo bank banget admin nama boohoooong bagus punya kalau kayak gin
maju terus gopay,3,gopay,maju terus
mantepppp pppppppp,5,gopay,mantep
ok sih,5,gopay,
"saya belum paham dgn aplikasi ini,jdi saya mau mempelajari terlebih dahulu.",5,gopay,paham inijdi ajar lebih
"GoPay sebagai Mitra usaha yang sangat membantu ketika dihadapkan kekurangan dana usaha, dapat melalui GoPay Pinjam dengan jangka waktu yang sangat fleksibel dan pembayaran yang mudah bisa dicicil minimal Rp 50,000 dan maksimal sesuai cicilan pinjaman yang harus dibayarkan dengan pilihan jangka waktunya.",5,gopay,mitra usaha sangat bantu hadap kurang usaha lalu pinjam jangka waktu sangat fleksibel bayar mudah cicil minimal maksimal sesuai cicil pinjam bayar pilih jangka waktu
"aplikasi gopay saya tidak bisa untuk membeli paket data, akan tetapi klw untuk membeli pulsa bisa adakah yang tahu penyebabnya?",5,gopay,beli paket data beli pulsa ada tahu sebab
simple dan gratis pengiriman,5,gopay,simple gratis kirim
"aman banget simpen saldo di sini, tahun 2023 hapus aku tapi ada saldonya, pas login lagi tahun 2025 saldo nya masih utuh😍😍",5,gopay,aman banget simpen saldo tahun hapus saldo login tahun saldo utuh
"Pakai GOPAY, lancar transaksi, mantap, terima kasih GOPAY,👍🏻",5,gopay,pakai lancar transaksi bagus terima kasih
gopay sangaaat membantu,5,gopay,sangaaat bantu
baik,4,gopay,baik
bagus,5,gopay,bagus
sagat memuaskan dan bermanfaat,5,gopay,sagat puas manfaat
baik,5,gopay,baik
baik,5,gopay,baik
terima kasih layanan nya sangat cepat,5,gopay,terima kasih layan sangat cepat
sangat,5,gopay,sangat
bagus,5,gopay,bagus
gopay jelek banyak gangguan👎🏻👎🏻,1,gopay,jelek banyak ganggu
mantap,5,gopay,bagus
bagus bangettttt!!!!!,5,gopay,bagus banget
bagus karena kalo gak bawah uang tunai bisa pakai qris,5,gopay,bagus kalo bawah uang tunai pakai qris
bagus banget,5,gopay,bagus banget
"pembohongan publik.,beli pulsa apa saja semua mahal.,dan transfer dari dana ke gopay udah kena biaya admin malah saldo di potong lagi gak full yang masuk.,sangat kecewa menggunakan aplikasi ini.,jauh lebih baik aplikasi dana",1,gopay,bohong publikbeli pulsa semua mahaldan transfer kena biaya admin malah saldo potong masuksangat kecewa inijauh lebih baik
sangat mempermudah untuk transaksi apa saja,5,gopay,sangat mudah transaksi
"layanan lamban, proses pengembalian transfer yang bermasalah memakan waktu lama.",1,gopay,layan lamban proses kembali transfer masalah makan waktu lama
mantap,5,gopay,bagus
mantap,5,gopay,bagus
ok praktis cepat kilat,5,gopay,praktis cepat kilat
oke,5,gopay,
nice,5,gopay,nice
"NO HP YG TERDAFTAR HILANG,GILIRAN MAU GANTI NO SUDAH SAYA ISI FORMULIR TAPI EMAIL SALAH Terus PADAHAL SUDAH BNER,PARAH GOPAY,SALDO SAYA JDI HILANG",5,gopay,daftar hilanggiliran ganti formulir email salah terus bnerparah gopaysaldo hilang
makin mantap gopay,5,gopay,makin bagus
Donlod,5,gopay,donlod
josjis,5,gopay,josjis
mudah untuk alat transfer,5,gopay,mudah alat transfer
agak mahal sih biasanya pls 20 cuman 900 Rp lebihnya. skarang 2000,5,gopay,mahal biasa cuman lebih skarang
Baguysss,4,gopay,baguys
"𝘵𝘦𝘳𝘪𝘮𝘢 𝘬𝘢𝘴𝘪𝘩 𝘎𝘰𝘱𝘢𝘺 𝘴𝘶𝘥𝘢𝘩 𝘴𝘯𝘨𝘢𝘵 𝘮𝘮𝘣𝘢𝘯𝘵𝘶 𝘴𝘢𝘺𝘢 𝘴𝘦𝘬𝘢𝘭𝘪 𝘴𝘦𝘮𝘰𝘨𝘢 𝘴𝘦𝘮𝘢𝘬𝘪𝘯 𝘮𝘢𝘫𝘶 𝘺𝘢𝘩 𝘢𝘱𝘬 𝘯𝘺𝘢,🫰👌👌",5,gopay,
mntep,5,gopay,mntep
bagus,5,gopay,bagus
berkesan,3,gopay,kesan
ok bos.... lanjutkan !!!,4,gopay,lanjut
terlalu banyak potongan terlalu ruwet juga . . busuk,1,gopay,terlalu banyak potong terlalu ruwet busuk
terbaik,5,gopay,baik
aman dan sangat baik dikasih voucher terus setiap hari makasi ya apk gopay,5,gopay,aman sangat baik kasih voucher terus hari makas
sangat bagus,5,gopay,sangat bagus
sangat bagus tapi sering terjadi error ketika memasukkan kode vocher,5,gopay,sangat bagus sering jadi error masuk kode vocher
terbaik,5,gopay,baik
kren,5,gopay,keren
sangat nyaman,5,gopay,sangat aman
mantap deh,5,gopay,bagus
"alangkah"" untuk membuat rekening Gopay tdk ribet dan cepat skali walau blm bisa di pake buat tf atau tarik tunai tpi aku suka bangat smoga Gopay lebih bermanfaat lgi untk kemana kita pergi mau belanja atau tf mudah skali Trimaksi",5,gopay,alangkah buat rekening rumit cepat skali pakai buat tarik tunai suka bangat smoga lebih manfaat untk pergi belanja mudah skali trimaksi
sangat membantu,5,gopay,sangat bantu
"lain kali gak usah pake ktp bikin susah orang aja klo mau tf, gak munggkin juga kali anak kls satu main gopay mohon di petbaiki!!",1,gopay,sering usah pakai buat susah orang munggkin sering anak satu main mohon petbaiki
